Unique_Advisor_Id,Month,Activity_Type,Activity_Count
1008778,2016 / 03,26,3
1008778,2016 / 09,26,3
1008778,2016 / 10,26,3
1008778,2016 / 11,26,3
1008865,2015 / 06,11,3
1008865,2015 / 06,26,6
1008865,2015 / 07,26,3
1008865,2015 / 08,1,6
1008865,2015 / 08,26,3
1008865,2015 / 10,26,6
1008865,2015 / 11,1,3
1008865,2015 / 11,26,3
1008865,2016 / 01,1,3
1008865,2016 / 01,26,3
1008865,2016 / 04,1,3
1008865,2016 / 05,1,6
1008865,2016 / 05,26,3
1008865,2016 / 06,26,3
1008865,2016 / 08,11,3
1008865,2016 / 08,26,3
1008865,2016 / 09,11,3
1008865,2016 / 09,26,3
1008865,2016 / 10,11,3
1008865,2016 / 10,26,6
1008865,2016 / 11,17,3
1008865,2016 / 12,26,3
1008889,2016 / 02,26,3
1008889,2016 / 03,26,3
1008931,2015 / 04,25,3
1008931,2016 / 01,26,3
1008953,2015 / 07,26,3
1008953,2016 / 02,26,3
1008953,2016 / 03,13,3
1008953,2016 / 05,26,3
1008953,2016 / 08,26,3
1008953,2016 / 10,26,3
1008953,2016 / 11,26,3
1009195,2015 / 02,22,3
1009195,2015 / 02,5,3
1009195,2015 / 04,11,3
1009195,2015 / 04,26,3
1009195,2015 / 06,16,3
1009195,2015 / 06,2,3
1009195,2015 / 06,26,3
1009195,2015 / 06,6,3
1009195,2015 / 06,7,3
1009195,2015 / 08,17,3
1009195,2015 / 11,13,3
1009195,2016 / 01,13,3
1009195,2016 / 01,26,3
1009195,2016 / 04,13,3
1009195,2016 / 04,22,3
1009195,2016 / 06,26,3
1009195,2016 / 08,26,3
1009195,2016 / 09,16,3
1009195,2016 / 09,26,3
1009266,2016 / 02,26,3
1009266,2016 / 03,26,3
1009266,2016 / 05,26,3
1009266,2016 / 07,26,3
1009266,2016 / 08,26,3
1009266,2016 / 10,26,3
1009266,2016 / 11,26,3
1009321,2015 / 11,13,3
1009321,2015 / 11,25,3
1009321,2016 / 03,26,3
1009321,2016 / 04,26,3
1009321,2016 / 05,26,3
1009321,2016 / 06,26,3
1009321,2016 / 07,26,3
1009321,2016 / 08,11,3
1009321,2016 / 08,26,3
1009321,2016 / 09,11,3
1009321,2016 / 09,26,3
1009321,2016 / 10,26,3
1009321,2016 / 11,26,3
1009346,2015 / 04,22,3
1009346,2015 / 05,26,3
1009346,2015 / 07,26,3
1009346,2015 / 12,26,3
1009346,2016 / 03,26,3
1009346,2016 / 05,26,3
1009346,2016 / 09,26,3
1009346,2016 / 11,26,3
1009346,2016 / 12,26,3
1009366,2016 / 06,26,3
1009369,2015 / 02,26,3
1009369,2015 / 05,26,3
1009369,2015 / 06,22,6
1009369,2015 / 06,26,6
1009369,2015 / 07,12,3
1009369,2015 / 07,22,3
1009369,2015 / 07,25,3
1009369,2015 / 08,22,3
1009369,2015 / 10,22,3
1009369,2015 / 11,22,3
1009369,2016 / 03,13,3
1009369,2016 / 03,26,6
1009369,2016 / 04,22,3
1009369,2016 / 04,25,3
1009369,2016 / 05,25,3
1009369,2016 / 08,22,3
1009369,2016 / 08,26,3
1009369,2016 / 09,22,3
1009369,2016 / 09,26,3
1009369,2016 / 11,26,3
1009369,2016 / 12,26,3
1009428,2016 / 03,26,3
1009428,2016 / 07,26,3
1009428,2016 / 10,26,3
1009551,2015 / 05,26,3
1009551,2015 / 07,26,3
1009551,2015 / 09,13,3
1009551,2015 / 09,22,3
1009551,2016 / 01,26,3
1009551,2016 / 03,26,3
1009551,2016 / 06,26,3
1009551,2016 / 08,22,3
1009551,2016 / 08,26,3
1009551,2016 / 10,26,3
1009551,2016 / 11,26,3
1009570,2015 / 05,26,3
1009570,2015 / 08,26,3
1009570,2016 / 02,26,3
1009570,2016 / 06,26,3
1009570,2016 / 09,25,3
1009570,2016 / 10,17,3
1009570,2016 / 10,26,3
1009570,2016 / 12,26,6
1009733,2015 / 08,25,3
1009733,2016 / 02,26,3
1009733,2016 / 04,26,3
1009733,2016 / 05,26,3
1009733,2016 / 06,25,3
1009733,2016 / 09,26,3
1009733,2016 / 11,26,3
1009801,2016 / 06,26,3
1009845,2015 / 06,1,3
1009845,2015 / 07,1,6
1009845,2015 / 07,22,3
1009845,2015 / 07,25,3
1009845,2015 / 12,1,3
1009845,2016 / 01,1,3
1009845,2016 / 01,25,3
1009845,2016 / 04,25,3
1009854,2015 / 06,26,3
1009854,2016 / 02,26,3
1009854,2016 / 04,26,3
1009854,2016 / 05,26,3
1009854,2016 / 07,26,3
1009854,2016 / 08,26,3
1009854,2016 / 09,25,3
1009854,2016 / 10,26,3
1009854,2016 / 11,26,3
1010362,2015 / 02,22,3
1010362,2015 / 07,26,3
1010362,2016 / 01,26,3
1010362,2016 / 04,26,3
1010362,2016 / 05,26,3
1010362,2016 / 06,26,3
1010362,2016 / 07,26,3
1010362,2016 / 08,26,3
1010362,2016 / 09,26,3
1010362,2016 / 11,22,3
1010362,2016 / 11,26,3
1010465,2015 / 05,25,3
1010465,2015 / 07,22,3
1010465,2015 / 10,26,3
1010465,2015 / 11,1,3
1010465,2015 / 11,22,3
1010465,2016 / 01,22,3
1010465,2016 / 01,26,3
1010465,2016 / 03,26,3
1010465,2016 / 06,22,3
1010465,2016 / 06,26,3
1010465,2016 / 07,22,3
1010465,2016 / 07,25,6
1010465,2016 / 07,26,3
1010465,2016 / 08,26,3
1010465,2016 / 09,26,3
1010465,2016 / 10,26,3
1010465,2016 / 11,25,3
1010500,2015 / 04,26,3
1010500,2015 / 07,26,3
1010500,2015 / 11,26,3
1010500,2016 / 01,25,3
1010500,2016 / 02,26,3
1010500,2016 / 03,26,3
1010500,2016 / 04,25,6
1010500,2016 / 05,25,3
1010500,2016 / 08,26,3
1010500,2016 / 10,26,3
1010500,2016 / 11,25,3
1010500,2016 / 11,26,3
1010500,2016 / 12,26,3
1010628,2015 / 03,11,6
1010628,2015 / 03,22,3
1010628,2015 / 06,11,6
1010628,2015 / 06,13,3
1010628,2015 / 06,22,3
1010628,2016 / 02,25,3
1010628,2016 / 06,26,3
1010628,2016 / 07,25,3
1010628,2016 / 08,26,3
1011059,2015 / 07,26,3
1011059,2015 / 11,26,3
1011120,2015 / 04,26,3
1011120,2015 / 07,26,3
1011120,2015 / 11,26,3
1011120,2016 / 01,26,3
1011120,2016 / 02,26,3
1011120,2016 / 03,26,3
1011120,2016 / 04,17,3
1011120,2016 / 04,26,3
1011120,2016 / 07,26,3
1011120,2016 / 08,26,3
1011120,2016 / 09,22,3
1011120,2016 / 11,26,3
1011120,2016 / 12,26,3
1011220,2015 / 04,26,3
1011238,2015 / 02,11,3
1011238,2015 / 02,17,3
1011238,2015 / 02,25,3
1011238,2015 / 04,26,6
1011238,2015 / 06,11,3
1011238,2015 / 06,26,3
1011238,2015 / 09,1,3
1011238,2015 / 09,17,3
1011238,2015 / 09,22,3
1011238,2015 / 09,25,3
1011238,2015 / 10,1,3
1011238,2015 / 10,22,3
1011238,2016 / 01,1,3
1011238,2016 / 01,22,3
1011238,2016 / 01,25,3
1011238,2016 / 04,26,3
1011238,2016 / 06,13,6
1011238,2016 / 07,11,6
1011238,2016 / 07,22,3
1011238,2016 / 07,25,6
1011238,2016 / 07,26,3
1011238,2016 / 08,22,3
1011238,2016 / 09,22,3
1011238,2016 / 09,25,3
1011238,2016 / 10,26,3
1011238,2016 / 11,13,3
1011238,2016 / 11,26,3
1011277,2016 / 01,13,3
1011277,2016 / 03,22,3
1011277,2016 / 10,16,3
1011343,2015 / 06,26,3
1011343,2015 / 08,26,3
1011343,2016 / 02,26,3
1011343,2016 / 03,13,3
1011343,2016 / 06,26,3
1011343,2016 / 08,26,3
1011343,2016 / 10,26,3
1011343,2016 / 11,26,3
1011370,2016 / 05,17,3
1011370,2016 / 05,26,3
1011370,2016 / 07,25,3
1011370,2016 / 08,17,3
1011370,2016 / 08,26,3
1011370,2016 / 09,26,3
1011370,2016 / 09,4,3
1011370,2016 / 10,26,3
1011414,2016 / 01,26,3
1011414,2016 / 02,17,3
1011414,2016 / 02,25,3
1011414,2016 / 02,26,3
1011414,2016 / 04,25,3
1011414,2016 / 05,25,3
1011414,2016 / 08,26,3
1011414,2016 / 10,16,3
1011414,2016 / 10,17,3
1011414,2016 / 10,26,6
1011414,2016 / 11,16,6
1011414,2016 / 11,25,3
1011666,2015 / 06,22,3
1011666,2015 / 08,26,3
1011666,2015 / 11,26,3
1011666,2015 / 12,26,3
1011666,2016 / 03,13,3
1011666,2016 / 03,26,3
1011666,2016 / 04,25,3
1011666,2016 / 05,25,3
1011666,2016 / 06,26,3
1011666,2016 / 07,26,3
1011666,2016 / 08,26,3
1011666,2016 / 10,25,3
1011666,2016 / 10,26,3
1011666,2016 / 11,26,6
1011749,2015 / 03,11,3
1011749,2015 / 03,26,3
1011749,2015 / 07,26,3
1011749,2015 / 10,26,3
1011749,2015 / 12,26,3
1011749,2016 / 02,26,3
1011787,2016 / 02,1,3
1011787,2016 / 02,26,3
1011787,2016 / 04,26,3
1011787,2016 / 05,26,9
1011787,2016 / 06,26,3
1011787,2016 / 09,22,3
1011787,2016 / 09,26,3
1011787,2016 / 10,26,6
1011787,2016 / 11,26,3
1011787,2016 / 12,26,3
1011886,2015 / 03,11,9
1011886,2015 / 03,26,3
1011886,2015 / 07,26,3
1011886,2015 / 12,26,3
1011886,2016 / 03,1,3
1011886,2016 / 03,22,3
1011886,2016 / 03,26,3
1011886,2016 / 04,26,6
1011886,2016 / 05,26,3
1011886,2016 / 06,26,3
1011886,2016 / 07,25,3
1011886,2016 / 08,26,3
1011886,2016 / 09,26,3
1011886,2016 / 10,26,3
1012131,2016 / 03,26,3
1012131,2016 / 04,26,3
1012131,2016 / 05,26,3
1012131,2016 / 06,11,3
1012131,2016 / 06,25,3
1012131,2016 / 07,11,3
1012131,2016 / 07,26,3
1012131,2016 / 08,11,3
1012131,2016 / 08,25,3
1012131,2016 / 09,26,3
1012131,2016 / 11,26,3
1012291,2015 / 03,11,3
1012291,2015 / 03,26,3
1012291,2015 / 07,26,3
1012291,2016 / 01,26,3
1012291,2016 / 02,26,3
1012291,2016 / 04,1,3
1012291,2016 / 04,25,3
1012291,2016 / 05,26,3
1012291,2016 / 08,25,3
1012291,2016 / 08,26,3
1012291,2016 / 09,26,3
1012291,2016 / 10,26,3
1012291,2016 / 11,26,3
1012354,2015 / 03,11,3
1012354,2015 / 03,26,3
1012354,2015 / 07,26,3
1012354,2015 / 08,26,3
1012354,2015 / 11,26,3
1012354,2016 / 01,26,3
1012354,2016 / 02,26,3
1012354,2016 / 03,26,3
1012354,2016 / 04,26,3
1012354,2016 / 05,26,3
1012354,2016 / 06,26,3
1012354,2016 / 07,26,3
1012354,2016 / 08,26,3
1012354,2016 / 09,26,3
1012354,2016 / 10,26,3
1012354,2016 / 11,26,3
1012514,2015 / 03,22,3
1012514,2015 / 08,22,3
1012514,2015 / 08,26,3
1012514,2015 / 11,26,3
1012514,2015 / 12,25,3
1012514,2016 / 01,25,3
1012514,2016 / 01,26,3
1012514,2016 / 02,26,3
1012514,2016 / 03,26,3
1012514,2016 / 04,25,3
1012579,2015 / 04,11,3
1012579,2015 / 04,26,3
1012579,2015 / 07,26,3
1012579,2016 / 01,26,3
1012579,2016 / 06,26,3
1012579,2016 / 10,26,3
1012815,2015 / 05,22,3
1012815,2015 / 08,26,3
1012815,2015 / 11,26,3
1012815,2016 / 01,26,6
1012815,2016 / 04,26,3
1012815,2016 / 05,22,3
1012815,2016 / 05,26,3
1012815,2016 / 06,26,3
1012815,2016 / 07,26,3
1012815,2016 / 08,26,3
1012815,2016 / 09,26,3
1012815,2016 / 10,25,3
1012815,2016 / 11,26,6
1013126,2015 / 01,9,3
1013126,2015 / 04,26,3
1013126,2015 / 05,11,3
1013126,2015 / 05,26,6
1013126,2015 / 06,26,3
1013126,2015 / 07,26,3
1013126,2015 / 09,1,9
1013126,2015 / 09,17,6
1013126,2015 / 09,25,6
1013126,2015 / 10,22,3
1013126,2015 / 11,1,3
1013126,2015 / 11,25,3
1013126,2015 / 11,26,3
1013126,2016 / 02,1,3
1013126,2016 / 02,26,3
1013126,2016 / 03,1,9
1013126,2016 / 03,22,3
1013126,2016 / 03,25,3
1013126,2016 / 04,1,3
1013126,2016 / 04,26,9
1013126,2016 / 05,12,3
1013126,2016 / 05,25,3
1013126,2016 / 05,26,3
1013126,2016 / 06,11,3
1013126,2016 / 06,17,3
1013126,2016 / 06,25,3
1013126,2016 / 07,17,3
1013126,2016 / 07,22,6
1013126,2016 / 07,25,3
1013126,2016 / 08,17,9
1013126,2016 / 08,22,3
1013126,2016 / 08,25,12
1013126,2016 / 08,26,9
1013126,2016 / 09,17,3
1013126,2016 / 09,26,3
1013126,2016 / 10,17,3
1013126,2016 / 10,22,3
1013126,2016 / 10,25,6
1013126,2016 / 10,26,3
1013126,2016 / 11,22,3
1013126,2016 / 11,25,3
1013126,2016 / 11,26,3
1013126,2016 / 12,26,3
1013236,2015 / 04,11,3
1013236,2015 / 04,26,3
1013236,2015 / 06,26,3
1013236,2016 / 02,26,3
1013236,2016 / 03,1,3
1013236,2016 / 03,26,6
1013236,2016 / 04,26,3
1013236,2016 / 05,26,3
1013236,2016 / 06,26,3
1013236,2016 / 07,26,3
1013236,2016 / 08,26,3
1013236,2016 / 09,26,3
1013236,2016 / 10,26,3
1013236,2016 / 11,26,3
1013276,2015 / 03,11,3
1013276,2015 / 03,26,3
1013276,2015 / 04,11,3
1013276,2015 / 04,17,3
1013276,2015 / 04,26,3
1013276,2015 / 05,11,6
1013276,2015 / 05,17,6
1013276,2015 / 05,25,3
1013276,2015 / 05,26,3
1013276,2015 / 06,22,3
1013276,2015 / 07,1,3
1013276,2015 / 07,17,3
1013276,2015 / 07,25,3
1013276,2015 / 07,26,3
1013276,2015 / 08,26,3
1013276,2015 / 09,1,3
1013276,2015 / 09,13,3
1013276,2015 / 09,25,3
1013276,2015 / 09,26,3
1013276,2015 / 10,1,9
1013276,2015 / 10,26,6
1013276,2016 / 02,22,3
1013276,2016 / 03,26,6
1013276,2016 / 04,17,3
1013276,2016 / 04,22,3
1013276,2016 / 04,26,3
1013276,2016 / 05,26,3
1013276,2016 / 06,26,3
1013276,2016 / 07,26,3
1013276,2016 / 08,26,3
1013276,2016 / 09,11,3
1013276,2016 / 09,17,6
1013276,2016 / 09,25,6
1013276,2016 / 09,26,3
1013276,2016 / 10,26,3
1013276,2016 / 11,11,3
1013276,2016 / 11,25,3
1013276,2016 / 12,26,3
1013494,2016 / 03,26,3
1013494,2016 / 08,13,3
1013494,2016 / 09,26,3
1013906,2015 / 02,22,3
1013906,2015 / 04,26,3
1013906,2015 / 05,22,6
1013906,2015 / 06,22,3
1013906,2015 / 07,22,3
1013906,2015 / 07,26,6
1013906,2015 / 10,1,3
1013906,2015 / 11,26,3
1013906,2016 / 01,26,3
1013906,2016 / 02,22,3
1013906,2016 / 03,22,3
1013906,2016 / 06,26,3
1013906,2016 / 07,22,3
1013906,2016 / 07,26,3
1013906,2016 / 08,26,6
1013906,2016 / 09,26,3
1013906,2016 / 10,22,3
1013906,2016 / 11,26,6
1013945,2015 / 04,26,3
1013945,2015 / 07,26,3
1013945,2016 / 02,26,3
1013945,2016 / 04,26,3
1013945,2016 / 06,26,6
1013945,2016 / 07,26,3
1013945,2016 / 08,26,3
1013945,2016 / 11,26,3
1013945,2016 / 12,22,3
1013945,2016 / 12,26,3
1013977,2015 / 04,22,3
1013977,2015 / 05,26,3
1013977,2015 / 06,26,3
1013977,2016 / 02,26,3
1013977,2016 / 05,26,3
1013977,2016 / 08,25,3
1013980,2015 / 06,25,3
1013980,2015 / 07,22,3
1013980,2016 / 01,26,6
1013980,2016 / 03,22,3
1013980,2016 / 04,25,3
1013980,2016 / 04,26,3
1013980,2016 / 05,22,3
1013980,2016 / 06,26,3
1013980,2016 / 07,22,3
1013980,2016 / 07,25,3
1013980,2016 / 09,26,3
1013980,2016 / 10,26,3
1013980,2016 / 11,26,6
1013980,2016 / 12,25,6
1013980,2016 / 12,26,3
1013983,2015 / 06,25,3
1013983,2015 / 08,25,3
1013983,2015 / 08,26,3
1013983,2016 / 02,26,3
1013983,2016 / 03,26,3
1013983,2016 / 06,26,3
1013983,2016 / 08,22,3
1013983,2016 / 08,26,3
1013984,2015 / 03,26,3
1013984,2015 / 04,26,3
1013984,2015 / 07,1,3
1013984,2015 / 07,26,3
1013984,2015 / 08,26,3
1013984,2015 / 11,26,3
1013984,2016 / 02,26,3
1013984,2016 / 03,26,3
1013984,2016 / 08,25,3
1013984,2016 / 08,26,6
1014124,2015 / 03,11,3
1014124,2015 / 03,25,3
1014124,2015 / 04,25,6
1014124,2015 / 07,25,3
1014124,2016 / 01,1,3
1014124,2016 / 01,12,3
1014124,2016 / 01,13,3
1014124,2016 / 01,25,3
1014124,2016 / 01,26,3
1014124,2016 / 04,26,3
1014124,2016 / 05,26,6
1014124,2016 / 06,26,6
1014124,2016 / 09,26,3
1014124,2016 / 10,26,3
1014432,2015 / 06,26,3
1014432,2015 / 11,26,6
1014432,2016 / 02,26,6
1014432,2016 / 05,26,3
1014432,2016 / 06,26,3
1014432,2016 / 08,26,3
1014432,2016 / 10,26,6
1014432,2016 / 12,26,3
1014742,2015 / 04,26,3
1014742,2015 / 07,26,3
1014742,2015 / 09,22,3
1014742,2016 / 01,26,3
1014742,2016 / 02,26,3
1014742,2016 / 03,26,3
1014742,2016 / 04,26,3
1014742,2016 / 05,26,3
1014742,2016 / 06,26,3
1014742,2016 / 07,26,3
1014742,2016 / 08,26,3
1014742,2016 / 09,26,3
1014742,2016 / 10,25,3
1014742,2016 / 11,26,3
1014742,2016 / 12,26,3
1014764,2015 / 06,26,3
1014764,2015 / 11,26,3
1014764,2016 / 01,26,3
1014764,2016 / 02,26,3
1014764,2016 / 04,26,3
1014764,2016 / 05,26,3
1014764,2016 / 06,26,9
1014764,2016 / 08,26,3
1014764,2016 / 10,26,3
1014764,2016 / 11,26,3
1014856,2015 / 06,11,3
1014856,2015 / 06,26,3
1014856,2016 / 01,26,6
1014888,2015 / 07,26,3
1014888,2016 / 01,26,3
1014888,2016 / 03,13,3
1014888,2016 / 03,26,3
1014888,2016 / 05,26,6
1014888,2016 / 07,26,3
1014888,2016 / 10,26,3
1014991,2015 / 07,26,3
1014991,2016 / 02,26,3
1014991,2016 / 04,25,3
1014991,2016 / 09,26,3
1014991,2016 / 11,26,3
1014991,2016 / 12,26,3
1015128,2015 / 07,26,3
1015128,2015 / 12,26,3
1015128,2016 / 03,25,3
1015128,2016 / 06,26,3
1015128,2016 / 09,26,3
1015128,2016 / 10,26,3
1015128,2016 / 11,26,3
1015193,2015 / 02,11,3
1015193,2015 / 02,22,3
1015193,2015 / 03,26,3
1015193,2015 / 04,26,6
1015193,2015 / 08,25,3
1015193,2015 / 11,26,3
1015193,2016 / 01,26,3
1015193,2016 / 03,26,3
1015193,2016 / 04,26,3
1015193,2016 / 05,26,3
1015193,2016 / 06,26,3
1015193,2016 / 07,26,3
1015193,2016 / 08,26,3
1015193,2016 / 09,26,6
1015193,2016 / 10,25,3
1015193,2016 / 10,26,3
1015193,2016 / 11,26,3
1015193,2016 / 12,26,9
1015435,2015 / 04,22,3
1015435,2015 / 04,26,3
1015435,2015 / 05,25,3
1015435,2015 / 08,26,3
1015435,2015 / 11,26,3
1015435,2016 / 08,26,3
1015435,2016 / 10,26,6
1015435,2016 / 12,22,3
1015449,2015 / 07,26,3
1015449,2015 / 11,26,3
1015449,2016 / 01,26,3
1015449,2016 / 08,26,3
1015449,2016 / 10,26,3
1015449,2016 / 11,25,3
1015468,2015 / 02,22,3
1015468,2015 / 04,11,6
1015468,2015 / 04,22,3
1015468,2015 / 04,26,6
1015468,2015 / 05,22,3
1015468,2015 / 05,26,3
1015468,2015 / 06,26,3
1015468,2015 / 07,22,3
1015468,2015 / 07,26,3
1015468,2015 / 09,22,3
1015468,2015 / 09,26,3
1015468,2015 / 10,22,3
1015468,2015 / 11,26,6
1015468,2015 / 12,13,3
1015468,2016 / 01,1,3
1015468,2016 / 01,22,3
1015468,2016 / 01,26,3
1015468,2016 / 03,26,6
1015468,2016 / 05,22,3
1015468,2016 / 05,26,3
1015468,2016 / 06,26,6
1015468,2016 / 07,22,3
1015468,2016 / 07,26,3
1015468,2016 / 08,22,3
1015468,2016 / 08,26,3
1015468,2016 / 09,26,3
1015468,2016 / 10,26,3
1015487,2015 / 12,13,3
1015487,2016 / 01,26,3
1015487,2016 / 04,26,3
1015487,2016 / 05,25,3
1015487,2016 / 07,25,3
1015487,2016 / 08,25,3
1015487,2016 / 09,26,3
1015487,2016 / 10,26,3
1015496,2015 / 02,26,3
1015496,2015 / 04,26,3
1015496,2015 / 05,26,3
1015496,2015 / 07,26,3
1015496,2016 / 01,26,6
1015499,2015 / 03,26,3
1015499,2015 / 06,26,3
1015499,2015 / 07,22,3
1015499,2015 / 08,26,3
1015499,2015 / 09,26,6
1015499,2015 / 10,13,3
1015499,2015 / 12,26,3
1015499,2016 / 03,1,3
1015499,2016 / 03,13,3
1015499,2016 / 03,26,6
1015499,2016 / 05,13,3
1015499,2016 / 08,26,3
1015499,2016 / 10,26,3
1015499,2016 / 11,26,3
1015501,2015 / 03,26,3
1015501,2015 / 04,11,3
1015501,2015 / 06,11,3
1015501,2015 / 06,26,3
1015501,2015 / 07,26,3
1015501,2015 / 09,26,3
1015501,2015 / 10,26,3
1015501,2015 / 12,13,3
1015501,2015 / 12,26,3
1015501,2016 / 03,26,6
1015501,2016 / 05,26,3
1015501,2016 / 06,22,3
1015501,2016 / 06,26,6
1015501,2016 / 08,26,3
1015501,2016 / 10,26,3
1015517,2015 / 03,11,3
1015517,2015 / 03,22,6
1015517,2015 / 03,26,3
1015517,2015 / 04,22,3
1015517,2015 / 06,26,3
1015517,2015 / 08,26,3
1015517,2015 / 12,26,3
1015517,2016 / 04,26,3
1015517,2016 / 05,26,6
1015517,2016 / 07,26,6
1015517,2016 / 08,26,3
1015689,2015 / 06,25,3
1015689,2016 / 01,26,3
1015689,2016 / 05,26,3
1015689,2016 / 10,26,6
1015689,2016 / 11,25,3
1015698,2015 / 06,16,3
1015698,2015 / 10,16,3
1015698,2016 / 03,1,3
1015698,2016 / 03,22,3
1015698,2016 / 03,26,3
1015698,2016 / 04,16,3
1015698,2016 / 05,16,3
1015698,2016 / 07,26,3
1015698,2016 / 10,16,3
1015698,2016 / 10,26,3
1015698,2016 / 10,5,3
1015707,2016 / 01,1,3
1015707,2016 / 01,26,3
1015707,2016 / 02,1,3
1015707,2016 / 02,26,3
1015707,2016 / 05,1,3
1015707,2016 / 05,13,3
1015707,2016 / 05,25,3
1015707,2016 / 05,26,3
1015707,2016 / 08,11,3
1015707,2016 / 08,26,3
1015707,2016 / 11,11,3
1015707,2016 / 11,26,3
1015711,2015 / 12,16,3
1015711,2016 / 08,26,3
1015711,2016 / 10,26,3
1015712,2015 / 05,22,3
1015712,2016 / 03,1,3
1015712,2016 / 03,26,3
1015712,2016 / 04,1,3
1015712,2016 / 04,26,3
1015712,2016 / 05,1,3
1015712,2016 / 05,26,6
1015712,2016 / 06,26,3
1015712,2016 / 07,25,3
1015712,2016 / 08,11,3
1015712,2016 / 09,11,3
1015712,2016 / 09,26,3
1015712,2016 / 10,25,3
1015712,2016 / 11,25,3
1015726,2015 / 04,11,3
1015726,2015 / 04,17,3
1015726,2015 / 04,26,3
1015726,2015 / 06,26,3
1015726,2015 / 09,1,3
1015726,2015 / 09,26,3
1015726,2015 / 10,16,3
1015726,2015 / 11,1,3
1015726,2015 / 12,13,3
1015726,2016 / 03,25,3
1015726,2016 / 05,12,3
1015726,2016 / 05,26,3
1015726,2016 / 07,11,3
1015726,2016 / 07,25,3
1015726,2016 / 10,26,3
1015726,2016 / 11,11,3
1015726,2016 / 11,16,3
1015726,2016 / 11,25,3
1015726,2016 / 11,26,3
1015775,2015 / 04,26,3
1016218,2015 / 07,25,3
1016218,2016 / 03,25,3
1016218,2016 / 05,26,3
1016218,2016 / 07,26,3
1016218,2016 / 08,26,3
1016218,2016 / 11,26,3
1016225,2015 / 04,26,3
1016240,2015 / 07,26,3
1016240,2016 / 01,26,3
1016240,2016 / 04,22,3
1016240,2016 / 04,26,3
1016240,2016 / 08,11,3
1016240,2016 / 08,25,3
1016240,2016 / 10,26,3
1016240,2016 / 11,26,3
1016247,2015 / 06,26,3
1016247,2015 / 08,26,3
1016247,2015 / 09,26,3
1016247,2016 / 05,13,3
1016247,2016 / 07,26,3
1016247,2016 / 10,26,3
1016247,2016 / 11,26,3
1016333,2015 / 02,26,3
1016333,2015 / 03,26,3
1016333,2015 / 06,26,3
1016333,2015 / 07,1,3
1016333,2015 / 07,26,3
1016333,2015 / 08,26,3
1016333,2015 / 11,26,3
1016333,2015 / 12,13,3
1016333,2016 / 01,26,3
1016333,2016 / 04,26,3
1016333,2016 / 07,26,3
1016333,2016 / 08,26,3
1016333,2016 / 10,26,3
1016333,2016 / 12,26,3
1016432,2015 / 03,22,3
1016432,2015 / 03,26,3
1016432,2015 / 04,5,3
1016432,2015 / 05,11,9
1016432,2015 / 05,25,9
1016432,2015 / 05,26,6
1016432,2015 / 05,7,3
1016432,2015 / 07,1,3
1016432,2015 / 07,12,6
1016432,2015 / 07,22,6
1016432,2015 / 07,25,9
1016432,2015 / 07,26,3
1016432,2015 / 07,7,18
1016432,2015 / 08,26,3
1016432,2015 / 08,7,15
1016432,2015 / 09,11,3
1016432,2015 / 09,22,6
1016432,2015 / 09,7,3
1016432,2015 / 10,7,3
1016432,2015 / 11,11,6
1016432,2015 / 11,22,6
1016432,2015 / 11,7,15
1016432,2015 / 12,25,3
1016432,2016 / 01,17,3
1016432,2016 / 01,22,3
1016432,2016 / 01,25,3
1016432,2016 / 01,7,6
1016432,2016 / 02,22,3
1016432,2016 / 02,7,6
1016432,2016 / 03,7,9
1016432,2016 / 04,22,3
1016432,2016 / 04,7,3
1016432,2016 / 05,22,3
1016432,2016 / 06,26,3
1016432,2016 / 08,22,6
1016432,2016 / 08,7,12
1016432,2016 / 09,22,3
1016432,2016 / 09,26,3
1016432,2016 / 10,26,3
1016432,2016 / 10,7,6
1016432,2016 / 11,11,3
1016432,2016 / 11,22,3
1016432,2016 / 11,7,3
1016432,2016 / 12,26,3
1016488,2015 / 07,25,3
1016488,2015 / 08,25,3
1016488,2015 / 08,26,3
1016488,2016 / 01,26,3
1016488,2016 / 03,26,3
1016488,2016 / 05,26,3
1016488,2016 / 06,25,3
1016488,2016 / 08,26,3
1016488,2016 / 10,26,3
1016488,2016 / 11,26,3
1016581,2015 / 08,26,3
1016581,2015 / 09,26,3
1016581,2015 / 11,26,3
1016581,2016 / 02,26,6
1016581,2016 / 03,26,3
1016581,2016 / 04,26,3
1016581,2016 / 06,26,3
1016581,2016 / 08,26,3
1016589,2016 / 03,26,3
1016589,2016 / 05,25,3
1016589,2016 / 08,22,3
1016589,2016 / 09,26,3
1016589,2016 / 11,26,3
1016828,2015 / 03,11,3
1016828,2015 / 03,26,3
1016828,2015 / 05,26,3
1016828,2015 / 07,26,6
1016828,2015 / 08,26,3
1016828,2015 / 11,26,3
1016828,2016 / 01,26,3
1016828,2016 / 03,26,3
1016828,2016 / 06,26,3
1016828,2016 / 07,26,3
1016828,2016 / 08,26,6
1016828,2016 / 10,26,3
1016828,2016 / 11,26,3
1017027,2015 / 08,1,3
1017027,2015 / 08,26,3
1017027,2016 / 02,26,3
1017027,2016 / 03,26,3
1017027,2016 / 04,26,3
1017027,2016 / 05,26,3
1017027,2016 / 06,26,3
1017027,2016 / 07,26,3
1017027,2016 / 08,26,3
1017027,2016 / 09,26,3
1017027,2016 / 10,26,3
1017027,2016 / 11,26,3
